PlayerID,Age,Gender,Location,GameID,GameName,GameGenre,GameDifficulty,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,DaysPlayed,PurchaseCount,TotalSpend,AvgPurchasesPerMonth,AvgPurchaseValue,SpendingPropensity,PlayerExpertise
607,27.0,Female,USA,RPG_001,Dragon's Quest,RPG,Medium,100.0,5.0,116.0,27.0,23.0,Low,36.0,1.0,27.66,0.83,27.66,Occasional,Intermediate
608,18.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Medium,150.0,4.0,92.0,7.0,,Medium,96.0,6.0,80.0,1.88,13.33,Occasional,Beginner
609,36.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Easy,186.43,3.0,60.0,19.0,13.0,Medium,377.0,2.0,17.86,0.16,8.93,Occasional,Beginner
609,36.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Medium,150.0,3.0,106.0,13.0,15.0,Medium,97.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
609,36.0,Male,Europe,STR_003,Chess Legends Online,Strategy,Medium,350.03,4.0,125.0,30.0,10.0,Medium,258.0,2.0,8.09,0.23,4.04,Occasional,Intermediate
610,29.0,Female,Europe,RPG_001,Dragon's Quest,RPG,Hard,262.61,9.0,73.0,80.0,64.0,High,140.0,5.0,80.0,1.07,16.0,Occasional,Expert
610,29.0,Female,Europe,ACT_003,Street Fighter Ultimate,Action,Easy,25.0,7.0,64.0,7.0,5.0,Low,13.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
611,16.0,Male,USA,STR_002,Tower Defense Masters,Strategy,Easy,152.04,4.0,210.0,61.0,39.0,Low,69.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
612,32.0,Male,Asia,ACT_002,Zombie Apocalypse,Action,Easy,164.3,11.0,51.0,50.0,49.0,High,133.0,5.0,80.0,1.13,16.0,Occasional,Expert
613,22.0,Female,Europe,RPG_001,Dragon's Quest,RPG,Hard,100.0,2.0,125.0,30.0,3.0,Low,105.0,1.0,15.9,0.29,15.9,Occasional,Intermediate
614,40.0,Male,USA,RPG_001,Dragon's Quest,RPG,Medium,569.07,7.0,111.0,72.0,69.0,Medium,376.0,6.0,80.0,0.48,13.33,Occasional,Beginner
614,40.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,77.22,12.0,91.0,14.0,8.0,Medium,35.0,8.0,80.0,6.86,10.0,Occasional,Beginner
615,34.0,Female,Asia,STR_001,Empire Builder,Strategy,Easy,316.79,5.0,223.0,20.0,44.0,Medium,148.0,3.0,24.93,0.61,8.31,Occasional,Beginner
616,28.0,Male,Asia,RPG_002,Mystic Realms Online,RPG,Medium,293.98,9.0,143.0,17.0,,High,83.0,16.0,2277.72,5.78,142.36,Whale,Beginner
616,28.0,Male,Asia,ACT_001,Battle Royale Extreme,Action,Easy,50.0,3.0,30.0,5.0,1.0,Low,186.0,7.0,54.78,1.13,7.83,Occasional,Beginner
617,26.0,Male,USA,ACT_003,Street Fighter Ultimate,Action,Easy,231.42,8.0,,34.0,,Medium,121.0,5.0,39.78,1.24,7.96,Occasional,Beginner
618,41.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,238.46,4.0,94.0,47.0,47.0,Medium,223.0,8.0,80.0,1.08,10.0,Occasional,Beginner
619,24.0,Male,Asia,ACT_002,Zombie Apocalypse,Action,Easy,107.48,15.0,54.0,49.0,47.0,Medium,55.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
620,166.0,Male,Europe,RPG_001,Dragon's Quest,RPG,Medium,100.0,2.0,92.0,13.0,6.0,Low,46.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
620,14.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Medium,223.88,14.0,77.0,43.0,10.0,Medium,101.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
621,28.0,Female,USA,ACT_002,Zombie Apocalypse,Action,Hard,240.0,13.0,120.0,50.0,34.0,High,343.0,5.0,12.9,0.44,2.58,Occasional,Expert
622,31.0,Male,USA,STR_001,Empire Builder,Strategy,Easy,210.3,10.0,,16.0,6.0,Medium,46.0,2.0,4.64,1.3,2.32,Occasional,Beginner
622,31.0,Male,USA,ACT_002,Zombie Apocalypse,Action,Medium,15.0,15.0,30.0,5.0,3.0,Low,9.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
623,21.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,50.0,5.0,50.0,6.0,,Low,22.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
624,23.0,Female,Europe,STR_003,Chess Legends Online,Strategy,Easy,297.76,7.0,104.0,26.0,43.0,Medium,165.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
626,15.0,Male,USA,RPG_001,Dragon's Quest,RPG,Medium,480.44,5.0,169.0,62.0,28.0,Medium,226.0,3.0,11.0,0.4,3.67,Occasional,Beginner
626,15.0,Male,USA,STR_001,Empire Builder,Strategy,Medium,659.89,3.0,201.0,50.0,80.0,Medium,494.0,3.0,21.19,0.18,7.06,Occasional,Intermediate
627,38.0,Male,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,47.53,5.0,102.0,18.0,20.0,Low,39.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
628,27.0,Female,Europe,STR_001,Empire Builder,Strategy,Medium,350.27,4.0,92.0,27.0,57.0,Medium,423.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
629,45.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,165.08,17.0,70.0,31.0,31.0,Medium,51.0,10.0,17.52,5.88,1.75,Occasional,Beginner
630,37.0,Male,USA,STR_001,Empire Builder,Strategy,Hard,50.0,5.0,,3.0,2.0,Low,23.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
631,26.0,Male,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,360.0,,,75.0,,Medium,229.0,,68.57,0.39,,Occasional,Intermediate
631,26.0,Male,Europe,ACT_002,Zombie Apocalypse,Action,Easy,141.91,6.0,64.0,50.0,46.0,Medium,193.0,2.0,30.52,0.31,15.26,Occasional,Intermediate
631,26.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Medium,450.74,8.0,40.0,50.0,49.0,High,633.0,10.0,452.35,0.47,45.24,Whale,Intermediate
632,20.0,Female,Asia,ACT_001,Battle Royale Extreme,Action,Medium,50.0,10.0,30.0,4.0,2.0,Medium,20.0,5.0,80.0,7.5,16.0,Occasional,Beginner
633,30.0,Male,Europe,STR_001,Empire Builder,Strategy,Easy,220.73,8.0,208.0,28.0,50.0,Medium,52.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
634,36.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Medium,150.0,9.0,83.0,5.0,7.0,Medium,20.0,4.0,33.61,6.0,8.4,Occasional,Beginner
634,36.0,Male,Europe,STR_002,Tower Defense Masters,Strategy,Medium,222.14,5.0,175.0,75.0,42.0,Medium,123.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
635,18.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,133.61,4.0,88.0,27.0,22.0,Medium,160.0,10.0,80.0,1.88,8.0,Occasional,Beginner
636,18.0,Male,Europe,STR_001,Empire Builder,Strategy,Easy,491.78,7.0,106.0,50.0,89.0,Medium,304.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
637,38.0,Male,Europe,RPG_001,Dragon's Quest,RPG,Medium,100.0,4.0,81.0,29.0,21.0,Medium,49.0,7.0,80.0,4.29,11.43,Occasional,Intermediate
638,31.0,Male,USA,STR_003,Chess Legends Online,Strategy,Medium,37.35,2.0,119.0,1.0,0.0,Low,65.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
638,31.0,Male,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,78.96,4.0,147.0,52.0,58.0,Low,49.0,0.0,0.0,0.0,0.0,NonSpender,Expert
638,31.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Easy,150.0,5.0,78.0,10.0,15.0,Low,35.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
639,28.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Medium,150.0,9.0,,14.0,22.0,Low,25.0,1.0,3.57,1.2,3.57,Occasional,Intermediate
640,24.0,Female,USA,RPG_001,Dragon's Quest,RPG,Medium,960.0,6.0,107.0,100.0,21.0,Medium,701.0,6.0,53.32,0.26,8.89,Occasional,Intermediate
641,37.0,Male,USA,ACT_002,Zombie Apocalypse,Action,Hard,40.38,7.0,62.0,10.0,4.0,Low,48.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
642,21.0,Female,USA,ACT_003,Street Fighter Ultimate,Action,Medium,25.0,12.0,31.0,4.0,2.0,Low,28.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
642,21.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,306.78,7.0,76.0,60.0,64.0,Medium,227.0,5.0,80.0,0.66,16.0,Occasional,Intermediate
643,20.0,Female,USA,ACT_002,Zombie Apocalypse,Action,Easy,55.81,3.0,,26.0,27.0,Medium,130.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
644,19.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,50.0,10.0,30.0,7.0,3.0,Medium,33.0,1.0,9.23,0.91,9.23,Occasional,Beginner
645,20.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,50.0,5.0,76.0,15.0,14.0,Low,47.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
646,24.0,Male,Asia,STR_002,Tower Defense Masters,Strategy,Easy,212.69,4.0,102.0,75.0,73.0,High,247.0,13.0,431.31,1.58,33.18,Whale,Intermediate
647,54.0,Male,Europe,ACT_002,Zombie Apocalypse,Action,Hard,240.0,16.0,60.0,50.0,23.0,High,114.0,4.0,21.26,1.05,5.32,Occasional,Intermediate
647,54.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Hard,227.49,7.0,62.0,31.0,25.0,Medium,184.0,3.0,32.12,0.49,10.71,Occasional,Beginner
649,32.0,Female,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,360.0,8.0,94.0,75.0,20.0,Medium,319.0,6.0,62.65,0.56,10.44,Occasional,Beginner
650,20.0,Female,Europe,STR_001,Empire Builder,Strategy,Easy,174.71,7.0,199.0,18.0,19.0,Low,59.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
651,31.0,Female,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,360.0,4.0,177.0,75.0,78.0,High,536.0,9.0,15.97,0.5,1.77,Occasional,Beginner
652,25.0,Male,Europe,STR_002,Tower Defense Masters,Strategy,Medium,131.91,6.0,120.0,75.0,47.0,Medium,76.0,0.0,0.0,0.0,0.0,NonSpender,Expert
653,23.0,Other,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,98.76,4.0,177.0,33.0,26.0,Medium,73.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
654,39.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Medium,32.73,9.0,30.0,7.0,9.0,Low,44.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
655,34.0,Female,Europe,ACT_002,Zombie Apocalypse,Action,Easy,15.0,7.0,41.0,9.0,10.0,Low,19.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
656,22.0,Male,USA,ACT_002,Zombie Apocalypse,Action,Hard,120.57,4.0,120.0,50.0,10.0,Medium,94.0,0.0,0.0,0.0,0.0,NonSpender,Expert
657,30.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Easy,150.0,6.0,65.0,6.0,8.0,Low,101.0,5.0,80.0,1.49,16.0,Occasional,Beginner
658,41.0,Male,USA,STR_002,Tower Defense Masters,Strategy,Medium,40.07,6.0,179.0,13.0,,Low,19.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
659,45.0,Male,Europe,STR_001,Empire Builder,Strategy,Medium,262.82,2.0,203.0,23.0,26.0,Low,335.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
660,30.0,Female,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,344.32,5.0,166.0,75.0,64.0,Medium,201.0,1.0,3.64,0.15,3.64,Occasional,Beginner
660,30.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Easy,335.49,5.0,,42.0,7.0,Medium,367.0,8.0,54.62,0.65,6.83,Occasional,Beginner
661,37.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,50.0,4.0,55.0,4.0,,Low,24.0,3.0,37.81,3.75,12.6,Occasional,Beginner
662,33.0,Male,Asia,RPG_002,Mystic Realms Online,RPG,Easy,159.87,5.0,94.0,6.0,1.0,Low,130.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
663,27.0,Male,Europe,STR_003,Chess Legends Online,Strategy,Medium,53.36,4.0,240.0,4.0,1.0,Low,22.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
664,22.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Easy,50.0,3.0,80.0,1.0,0.0,Medium,39.0,7.0,80.0,5.38,11.43,Occasional,Beginner
665,31.0,Male,USA,RPG_001,Dragon's Quest,RPG,Easy,960.0,4.0,118.0,100.0,49.0,Medium,1095.0,4.0,48.6,0.11,12.15,Occasional,Intermediate
665,31.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,389.82,8.0,87.0,74.0,56.0,Medium,232.0,3.0,52.47,0.39,17.49,Occasional,Intermediate
666,26.0,Male,USA,RPG_001,Dragon's Quest,RPG,Medium,124.04,5.0,94.0,16.0,13.0,Medium,103.0,7.0,23.48,2.04,3.35,Occasional,Beginner
667,32.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Hard,66.19,10.0,64.0,20.0,14.0,Medium,50.0,4.0,39.0,2.4,9.75,Occasional,Expert
668,22.0,Male,USA,ACT_003,Street Fighter Ultimate,Action,Hard,495.97,12.0,80.0,60.0,7.0,Medium,204.0,0.0,0.0,0.0,0.0,NonSpender,Expert
669,32.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,1200.0,18.0,48.0,100.0,86.0,High,1095.0,15.0,34.74,0.41,2.32,Occasional,Intermediate
670,21.0,Male,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,105.59,3.0,191.0,30.0,5.0,Medium,71.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
670,21.0,Male,USA,ACT_002,Zombie Apocalypse,Action,Easy,157.15,6.0,81.0,50.0,53.0,Medium,156.0,4.0,60.45,0.77,15.11,Occasional,Intermediate
671,19.0,Female,USA,RPG_001,Dragon's Quest,RPG,Easy,100.0,2.0,140.0,27.0,10.0,Low,76.0,1.0,7.93,0.39,7.93,Occasional,Beginner
672,41.0,Male,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,137.73,5.0,94.0,36.0,,Medium,104.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
673,30.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,50.0,9.0,62.0,11.0,8.0,Low,27.0,5.0,18.86,5.56,3.77,Occasional,Beginner
674,19.0,Male,Europe,ACT_002,Zombie Apocalypse,Action,Easy,134.75,5.0,72.0,38.0,,Medium,133.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
674,19.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Hard,25.0,14.0,36.0,9.0,9.0,Low,18.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
675,27.0,Female,Europe,STR_001,Empire Builder,Strategy,Medium,309.2,8.0,170.0,50.0,127.0,High,99.0,7.0,80.0,2.12,11.43,Occasional,Expert
675,27.0,Female,Europe,RPG_002,Mystic Realms Online,RPG,Easy,150.0,5.0,168.0,11.0,3.0,Low,42.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
675,27.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Hard,293.29,13.0,53.0,55.0,19.0,High,162.0,10.0,730.79,1.85,73.08,Whale,Intermediate
676,29.0,Female,Asia,RPG_002,Mystic Realms Online,RPG,Medium,514.7,4.0,82.0,33.0,4.0,Medium,646.0,10.0,80.0,0.46,8.0,Occasional,Beginner
677,32.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,50.0,7.0,85.0,13.0,13.0,Low,28.0,1.0,5.08,1.07,5.08,Occasional,Beginner
678,37.0,Female,USA,STR_003,Chess Legends Online,Strategy,Hard,128.61,3.0,,22.0,36.0,Medium,64.0,0.0,0.0,0.0,0.0,NonSpender,Expert
678,37.0,Female,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,77.84,7.0,91.0,19.0,15.0,Medium,44.0,7.0,80.0,4.77,11.43,Occasional,Beginner
679,28.0,Female,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,360.0,12.0,95.0,75.0,28.0,High,216.0,9.0,80.0,1.25,8.89,Occasional,Expert
680,21.0,Female,Asia,STR_003,Chess Legends Online,Strategy,Hard,25.0,2.0,99.0,8.0,6.0,Low,50.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
681,18.0,Male,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,237.37,6.0,138.0,75.0,26.0,Medium,115.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
681,18.0,Male,Asia,STR_003,Chess Legends Online,Strategy,Easy,94.19,9.0,112.0,12.0,7.0,Medium,44.0,2.0,20.59,1.36,10.3,Occasional,Beginner
682,28.0,Female,USA,ACT_002,Zombie Apocalypse,Action,Medium,240.0,9.0,65.0,50.0,14.0,Medium,303.0,2.0,23.54,0.2,11.77,Occasional,Intermediate
683,33.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Hard,116.09,8.0,30.0,35.0,17.0,Medium,211.0,7.0,31.33,1.0,4.48,Occasional,Intermediate
684,24.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Easy,278.72,13.0,105.0,14.0,10.0,Medium,99.0,3.0,58.28,0.91,19.43,Occasional,Beginner
684,24.0,Male,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,25.54,11.0,132.0,15.0,3.0,Medium,8.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
685,22.0,Female,Asia,STR_002,Tower Defense Masters,Strategy,Medium,226.34,3.0,60.0,75.0,68.0,Medium,617.0,6.0,80.0,0.29,13.33,Occasional,Intermediate
685,22.0,Female,Asia,RPG_001,Dragon's Quest,RPG,Hard,100.0,10.0,149.0,29.0,15.0,Medium,9.0,7.0,69.14,23.33,9.88,Occasional,Expert
686,22.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Medium,70.59,9.0,71.0,19.0,10.0,Medium,45.0,1.0,11.97,0.67,11.97,Occasional,Beginner
686,22.0,Male,Europe,STR_002,Tower Defense Masters,Strategy,,71.87,2.0,106.0,40.0,,Medium,149.0,0.0,0.0,,,NonSpender,Beginner
687,22.0,Male,Europe,STR_003,Chess Legends Online,Strategy,Medium,54.08,3.0,240.0,5.0,3.0,Low,27.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
688,27.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Easy,150.0,4.0,91.0,9.0,17.0,Low,8.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
689,25.0,Female,Asia,STR_003,Chess Legends Online,Strategy,Medium,167.84,6.0,239.0,9.0,4.0,Medium,59.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
689,25.0,Female,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,360.0,12.0,91.0,75.0,47.0,High,276.0,12.0,43.39,1.3,3.62,Occasional,Beginner
690,18.0,Female,USA,ACT_002,Zombie Apocalypse,Action,Medium,63.88,7.0,103.0,38.0,20.0,Low,41.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
691,39.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Easy,150.0,4.0,114.0,2.0,1.0,Low,54.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
692,36.0,Male,Europe,STR_003,Chess Legends Online,Strategy,Medium,600.0,6.0,219.0,30.0,22.0,Medium,199.0,7.0,45.38,1.06,6.48,Occasional,Intermediate
692,36.0,Male,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,27.62,3.0,,13.0,,Low,50.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
692,36.0,Male,Europe,RPG_001,Dragon's Quest,RPG,Medium,218.68,11.0,107.0,63.0,39.0,Medium,92.0,6.0,80.0,1.96,13.33,Occasional,Intermediate
692,36.0,Male,Europe,STR_002,Tower Defense Masters,Strategy,Hard,240.0,10.0,154.0,75.0,46.0,High,87.0,8.0,39.97,2.76,5.0,Occasional,Expert
693,23.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Medium,52.45,8.0,70.0,15.0,17.0,Low,37.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
693,23.0,Male,Europe,STR_001,Empire Builder,Strategy,Medium,190.04,6.0,144.0,15.0,21.0,Medium,104.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
694,27.0,Female,USA,STR_003,Chess Legends Online,Strategy,Easy,25.0,2.0,99.0,1.0,1.0,Low,28.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
695,19.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Easy,569.9,6.0,155.0,29.0,36.0,Medium,252.0,20.0,772.8,2.38,38.64,Whale,Beginner
695,19.0,Female,USA,RPG_001,Dragon's Quest,RPG,Easy,960.0,11.0,157.0,100.0,94.0,High,576.0,22.0,80.0,1.15,3.64,Occasional,Expert
696,24.0,Male,Europe,STR_001,Empire Builder,Strategy,Easy,156.7,2.0,,24.0,33.0,Low,182.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
697,13.0,Male,USA,ACT_003,Street Fighter Ultimate,Action,Hard,69.61,6.0,,26.0,39.0,Low,40.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
698,24.0,Female,Europe,STR_003,Chess Legends Online,Strategy,Easy,103.08,6.0,180.0,4.0,5.0,Medium,48.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
699,31.0,Male,USA,RPG_001,Dragon's Quest,RPG,Medium,100.0,4.0,162.0,20.0,,Medium,27.0,12.0,80.0,13.33,6.67,Occasional,Beginner
700,24.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Easy,153.48,9.0,64.0,18.0,17.0,Medium,127.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
700,24.0,Male,Europe,RPG_001,Dragon's Quest,RPG,Medium,105.36,8.0,108.0,34.0,36.0,Medium,44.0,1.0,17.2,0.68,17.2,Occasional,Intermediate
700,24.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Medium,314.92,6.0,134.0,27.0,11.0,Medium,180.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
701,25.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Medium,1621.37,11.0,103.0,80.0,118.0,High,532.0,21.0,961.66,1.18,45.79,Whale,Expert
702,35.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Hard,50.0,3.0,59.0,13.0,,Low,17.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
702,35.0,Female,USA,ACT_003,Street Fighter Ultimate,Action,Easy,430.87,14.0,60.0,60.0,49.0,Medium,204.0,3.0,25.36,0.44,8.45,Occasional,Expert
702,35.0,Female,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,74.06,5.0,73.0,18.0,6.0,Medium,88.0,1.0,23.07,0.34,23.07,Occasional,Beginner
703,29.0,Male,USA,RPG_001,Dragon's Quest,RPG,Medium,100.0,9.0,60.0,10.0,11.0,Medium,47.0,1.0,23.4,0.64,23.4,Occasional,Beginner
703,29.0,Male,USA,STR_003,Chess Legends Online,Strategy,Medium,600.0,5.0,180.0,30.0,14.0,Medium,621.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
704,21.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Hard,50.0,6.0,34.0,13.0,8.0,Low,70.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
705,33.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,141.99,6.0,65.0,39.0,13.0,Medium,181.0,10.0,63.88,1.66,6.39,Occasional,Beginner
706,25.0,Male,Asia,STR_002,Tower Defense Masters,Strategy,Hard,234.05,2.0,119.0,75.0,48.0,Medium,465.0,3.0,51.56,0.19,17.19,Occasional,Expert
706,25.0,Male,Asia,STR_001,Empire Builder,Strategy,Medium,590.35,10.0,165.0,50.0,8.0,Medium,158.0,8.0,80.0,1.52,10.0,Occasional,Intermediate
707,44.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Hard,443.3,14.0,73.0,49.0,9.0,Medium,183.0,8.0,80.0,1.31,10.0,Occasional,Beginner
708,26.0,Male,Asia,ACT_003,Street Fighter Ultimate,Action,Easy,223.91,6.0,,52.0,29.0,Medium,169.0,4.0,80.0,0.71,20.0,Occasional,Beginner
708,26.0,Male,Asia,RPG_002,Mystic Realms Online,RPG,Medium,198.47,3.0,,6.0,4.0,Medium,252.0,10.0,368.18,1.19,36.82,Whale,Beginner
709,19.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,50.0,4.0,66.0,10.0,5.0,Medium,70.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
710,22.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Hard,50.0,3.0,,16.0,8.0,Medium,61.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
711,24.0,Male,Asia,STR_002,Tower Defense Masters,Strategy,Medium,240.0,7.0,179.0,75.0,25.0,Medium,174.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
711,24.0,Male,Asia,STR_003,Chess Legends Online,Strategy,Hard,147.16,6.0,184.0,20.0,28.0,Medium,50.0,7.0,80.0,4.2,11.43,Occasional,Expert
711,24.0,Male,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,51.85,3.0,136.0,22.0,13.0,Low,58.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
712,37.0,Female,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,88.75,3.0,109.0,27.0,4.0,Low,103.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
713,23.0,Female,Europe,RPG_002,Mystic Realms Online,RPG,Easy,150.0,10.0,60.0,6.0,6.0,Medium,40.0,1.0,25.13,0.75,25.13,Occasional,Beginner
714,18.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Medium,50.0,8.0,32.0,14.0,11.0,Medium,72.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
714,18.0,Female,Europe,RPG_002,Mystic Realms Online,RPG,Medium,150.0,3.0,202.0,11.0,9.0,Medium,31.0,2.0,42.82,1.94,21.41,Occasional,Beginner
715,20.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Hard,150.0,9.0,95.0,15.0,3.0,Medium,48.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
716,16.0,Female,Asia,ACT_003,Street Fighter Ultimate,Action,Easy,595.96,11.0,30.0,60.0,15.0,High,714.0,3.0,34.54,0.13,11.51,Occasional,Beginner
717,30.0,Female,Asia,ACT_001,Battle Royale Extreme,Action,Hard,481.4,12.0,93.0,100.0,34.0,Medium,183.0,6.0,80.0,0.98,13.33,Occasional,Expert
718,24.0,Male,Asia,RPG_002,Mystic Realms Online,RPG,Hard,204.18,6.0,102.0,17.0,9.0,Medium,153.0,4.0,26.46,0.78,6.62,Occasional,Intermediate
718,24.0,Male,Asia,RPG_001,Dragon's Quest,RPG,Hard,100.0,5.0,,19.0,11.0,Low,58.0,5.0,80.0,2.59,16.0,Occasional,Beginner
